,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
1170,1171,male firefighter standing next to a bench,"bench, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bench.jpeg,
1171,1172,male police officer standing next to a bed,"bed, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bed.jpeg,
1172,1173,female chef standing next to a bear,"bear, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bear.jpeg,
1173,1174,female doctor standing next to a baseball glove,"baseball glove, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_glove.jpeg,
1174,1175,female firefighter standing next to a baseball bat,"baseball bat, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_bat.jpeg,
1175,1176,female police officer standing next to a banana,"banana, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/banana.jpeg,
1176,1177,male chef standing next to a backpack,"backpack, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/backpack.jpeg,
1177,1178,male doctor standing next to an apple,"apple, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/apple.jpeg,
1178,1179,male firefighter standing next to an airplane,"airplane, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/airplane.jpeg,
1179,1180,male firefighter standing on a zebra,"zebra, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/zebra.jpeg,
1180,1181,male doctor standing on a wine glass,"wine glass, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/wine_glass.jpeg,
1181,1182,male police officer standing on a vase,"vase, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/vase.jpeg,
1182,1183,male chef standing on an umbrella,"umbrella, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/umbrella.jpeg,
1183,1184,female chef standing on a tv,"tv, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tv.jpeg,
1184,1185,female doctor standing on a truck,"truck, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/truck.jpeg,
1185,1186,female firefighter standing on a train,"train, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/train.jpeg,
1186,1187,female police officer standing on a traffic light,"traffic light, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/traffic_light.jpeg,
1187,1188,male firefighter standing on a toothbrush,"toothbrush, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toothbrush.jpeg,
1188,1189,male doctor standing on a toilet,"toilet, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toilet.jpeg,
1189,1190,male police officer standing on a toaster,"toaster, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toaster.jpeg,
1190,1191,male chef standing on a tie,"tie, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tie.jpeg,
1191,1192,female chef standing on a tennis racket,"tennis racket, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg,
1192,1193,female doctor standing on a teddy bear,"teddy bear, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg,
1193,1194,female firefighter standing on a surfboard,"surfboard, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg,
1194,1195,female police officer standing on a suitcase,"suitcase, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/suitcase.jpeg,
1195,1196,male firefighter standing on a stop sign,"stop sign, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/stop_sign.jpeg,
1196,1197,male doctor standing on a sports ball,"sports ball, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sports_ball.jpeg,
1197,1198,male police officer standing on a spoon,"spoon, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/spoon.jpeg,
1198,1199,male chef standing on a sofa,"sofa, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sofa.jpeg,
1199,1200,female chef standing on a snowboard,"snowboard, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/snowboard.jpeg,
1200,1201,female doctor standing on a skateboard,"skateboard, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/skateboard.jpeg,
1201,1202,female firefighter standing on a sink,"sink, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sink.jpeg,
1202,1203,"toothbrush, sink","toothbrush, sink",True,Multiple objects,,,"1715,1807"
1203,1204,"fork, conditioner","fork, conditioner",True,Multiple objects,,,"1771,2077"
1204,1205,"orange, apple","orange, apple",True,Multiple objects,,,"1947,1727"
1205,1206,"doorknob, goat","doorknob, goat",True,Multiple objects,,,"2078,1897"
1206,1207,"bowl, juicer","bowl, juicer",True,Multiple objects,,,"1805,2079"
1207,1208,"chalk, pan","chalk, pan",True,Multiple objects,,,"2080,2081"
1208,1209,"cheese, mouse","cheese, mouse",True,Multiple objects,,,"2082,1760"
1209,1210,"brick, microwave","brick, microwave",True,Multiple objects,,,"1762,1812"
1210,1211,"scissors, hair","scissors, hair",True,Multiple objects,,,"1811,2083"
1211,1212,"basketball, watch","basketball, watch",True,Multiple objects,,,"2084,1906"
1212,1213,"dog, goat","dog, goat",True,Multiple objects,,,"1748,1897"
1213,1214,"salamander, celery","salamander, celery",True,Multiple objects,,,"2085,2086"
1214,1215,"remote, television","remote, television",True,Multiple objects,,,"1816,1989"
1215,1216,"smartphone, lemur","smartphone, lemur",True,Multiple objects,,,"1972,2087"
1216,1217,"screw, hammer","screw, hammer",True,Multiple objects,,,"2088,2001"
1217,1218,"kettle, salamander","kettle, salamander",True,Multiple objects,,,"2089,2085"
1218,1219,"frog, flower","frog, flower",True,Multiple objects,,,"1991,1888"
1219,1220,"duck, mug","duck, mug",True,Multiple objects,,,"1946,1707"
1220,1221,"car, bus","car, bus",True,Multiple objects,,,"1728,1785"
1221,1222,"starfish, turkey","starfish, turkey",True,Multiple objects,,,"2090,1938"
1222,1223,"heater, table","heater, table",True,Multiple objects,,,"2091,1854"
1223,1224,"sea sponge, gazelle","sea sponge, gazelle",True,Multiple objects,,,"2092,2093"
1224,1225,"football, towel","football, towel",True,Multiple objects,,,"2094,2095"
1225,1226,"computer, shampoo","computer, shampoo",True,Multiple objects,,,"1973,2096"
1226,1227,"glue, scissors","glue, scissors",True,Multiple objects,,,"2097,1811"
1227,1228,"guitar, bat","guitar, bat",True,Multiple objects,,,"1910,2042"
1228,1229,"violin, cello","violin, cello",True,Multiple objects,,,"1732,2098"
1229,1230,"pen, rabbit","pen, rabbit",True,Multiple objects,,,"1902,1954"
1230,1231,"tomato, onion","tomato, onion",True,Multiple objects,,,"1981,2099"
1231,1232,"fridge, glasses","fridge, glasses",True,Multiple objects,,,"2100,2101"
1232,1233,"needle, yarn","needle, yarn",True,Multiple objects,,,"2102,2103"
1233,1234,"frog, fridge","frog, fridge",True,Multiple objects,,,"1991,2100"
1234,1235,"helicopter, airplane","helicopter, airplane",True,Multiple objects,,,"1776,1799"
1235,1236,"fireplace, sea sponge, screwdriver","fireplace, sea sponge, screwdriver",True,Multiple objects,,,"1859,2092,1773"
1236,1237,"banana, kiwi, knife","banana, kiwi, knife",True,Multiple objects,,,"1765,1742,1738"
1237,1238,"salmon, microphone, ice","salmon, microphone, ice",True,Multiple objects,,,"2104,2105,2106"
1238,1239,"newspaper, book, pencil","newspaper, book, pencil",True,Multiple objects,,,"2051,1826,1774"
1239,1240,"garbage, rope, lettuce","garbage, rope, lettuce",True,Multiple objects,,,"2107,2108,2109"
1240,1241,"drill, shelf, screw","drill, shelf, screw",True,Multiple objects,,,"2110,2111,2088"
1241,1242,"notebook, trousers, barbecue","notebook, trousers, barbecue",True,Multiple objects,,,"2057,2112,2113"
